branch,review,restaurant,Review_Date,source_file,review_text,predicted_issue_category,confidence,issue_cluster,chain,emotion,emotion_conf,urgency_score,escalate
Namma Veedu Vasanta Bhavan,"i had pistachio podi idly and it was a different and it was good, but the only thing you can expect is a little bit of pistachio. tho i thought i would have the taste of pistachio a little bit. our waiter, illiyaraja was very kind to offer …",Namma Veedu Vasanta Bhavan,2026-02-27,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"i had pistachio podi idly and it was a different and it was good, but the only thing you can expect is a little bit of pistachio. tho i thought i would have the taste of pistachio a little bit. our waiter, illiyaraja was very kind to offer …",Food Quantity & Value for Money,0.44,41,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"food was delicious. we ordered masala dosa, barota and puri bhaji everything was perfect. their service was also very good. great keep it up.",Namma Veedu Vasanta Bhavan,2026-04-22,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"food was delicious. we ordered masala dosa, barota and puri bhaji everything was perfect. their service was also very good. great keep it up.",Service Quality,0.4066666666666667,38,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,special mention about vanjaram tawa fry ( veg fish ) recommended by their staff suriya. we just loved it and would recommend everyone to give it a try. great food & service,Namma Veedu Vasanta Bhavan,2025-12-22,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,special mention about vanjaram tawa fry ( veg fish ) recommended by their staff suriya. we just loved it and would recommend everyone to give it a try. great food & service,Staff Courtesy & Behaviour,0.45,-1,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,i feel bad how the quality of food beverage and staff has gone down in vb at phoenix mall velachery. i asked for a simple plain tea and they gave me masala tea twice. all the people working looked sad or angry don’t know why,Namma Veedu Vasanta Bhavan,2026-02-11,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,i feel bad how the quality of food beverage and staff has gone down in vb at phoenix mall velachery. i asked for a simple plain tea and they gave me masala tea twice. all the people working looked sad or angry don’t know why,Food Quantity & Value for Money,0.47,9,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,worst worst worst ! the waiting time was long for dine-in and waiters did not respond properly. …,Namma Veedu Vasanta Bhavan,2026-05-05,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,worst worst worst ! the waiting time was long for dine-in and waiters did not respond properly. …,Food Quantity & Value for Money,0.52,50,Namma Veedu Vasanta Bhavan,frustration,heuristic,2,False
Namma Veedu Vasanta Bhavan,"""just wanted to say thanks, mr ilayaraja! the service was top-notch, and the food was absolutely delicious. you made our dining experience truly special. looking forward to coming back! 👍"" …",Namma Veedu Vasanta Bhavan,2026-02-27,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"""just wanted to say thanks, mr ilayaraja! the service was top-notch, and the food was absolutely delicious. you made our dining experience truly special. looking forward to coming back! 👍"" …",Food Quantity & Value for Money,0.4733333333333333,44,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,"very disappointing experience. nothing was good here. the food, service, and atmosphere everything was poor. the ac was not working, and the service was extremely bad. …",Namma Veedu Vasanta Bhavan,2026-04-11,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"very disappointing experience. nothing was good here. the food, service, and atmosphere everything was poor. the ac was not working, and the service was extremely bad. …",Food Quantity & Value for Money,0.4366666666666666,-1,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"visited on 25 may 2025, between 2:15 pm and 3:15 pm our experience at the restaurant was quite disappointing, primarily due to poor …",Namma Veedu Vasanta Bhavan,2026-01-21,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"visited on 25 may 2025, between 2:15 pm and 3:15 pm our experience at the restaurant was quite disappointing, primarily due to poor …",Food Quantity & Value for Money,0.6566666666666666,-1,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"this is strange ! recently i visited here after movie around 6 to 6.15pm, ordered varity of idly's and chola poori but i was totally disappointed when …",Namma Veedu Vasanta Bhavan,2026-03-08,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"this is strange ! recently i visited here after movie around 6 to 6.15pm, ordered varity of idly's and chola poori but i was totally disappointed when …",Service Quality,0.37,-1,Namma Veedu Vasanta Bhavan,disappointment,heuristic,1,False
Namma Veedu Vasanta Bhavan,"just loved the quality of food here. taste is great. coming from scotland that doesn’t have a single authentic vegetarian restaurant, my usual go-to places were sangeetas and saravana bhavans. but, this place at phoenix blew my mind with …",Namma Veedu Vasanta Bhavan,2026-05-06,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"just loved the quality of food here. taste is great. coming from scotland that doesn’t have a single authentic vegetarian restaurant, my usual go-to places were sangeetas and saravana bhavans. but, this place at phoenix blew my mind with …",Food Quantity & Value for Money,0.4066666666666667,6,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,"vasanta bhavan is an all vegetarian south indian food restaurant at phoenix mall at the heart of city. located at second floor, this place is one of the prominent visiting and dining place. their snacks and food is indeed good. they serve …",Namma Veedu Vasanta Bhavan,2026-03-14,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"vasanta bhavan is an all vegetarian south indian food restaurant at phoenix mall at the heart of city. located at second floor, this place is one of the prominent visiting and dining place. their snacks and food is indeed good. they serve …",Food Quantity & Value for Money,0.6133333333333333,7,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"the worst place to have food. worst service provider. all of their staff is interested in servicing only those who order heavy. they have learnt one solid english word ""sorry"" to be used for all occasions. even the manager is busy for big …",Namma Veedu Vasanta Bhavan,2026-05-30,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"the worst place to have food. worst service provider. all of their staff is interested in servicing only those who order heavy. they have learnt one solid english word ""sorry"" to be used for all occasions. even the manager is busy for big …",Food Quantity & Value for Money,0.5733333333333334,50,Namma Veedu Vasanta Bhavan,frustration,heuristic,2,False
Namma Veedu Vasanta Bhavan,"**server feedback – waiter karan** karan provided excellent service during our visit. he was polite, attentive, and …",Namma Veedu Vasanta Bhavan,2026-05-09,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"**server feedback – waiter karan** karan provided excellent service during our visit. he was polite, attentive, and …",Service Quality,0.42,44,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,"the interior is beautifully done. their food is great too. let's come to the quality of service, it needs immediate help. the staff seem to …",Namma Veedu Vasanta Bhavan,2025-12-11,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"the interior is beautifully done. their food is great too. let's come to the quality of service, it needs immediate help. the staff seem to …",Food Quantity & Value for Money,0.5933333333333334,-1,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"customer service and food qas amazing. staff surya, divya darshan was attentive and they gave exceptional service and accomodated our request. …",Namma Veedu Vasanta Bhavan,2026-04-08,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"customer service and food qas amazing. staff surya, divya darshan was attentive and they gave exceptional service and accomodated our request. …",Service Quality,0.5266666666666666,44,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,mr parthasarathi did a very good job in catering to customers. would love to see more ppl like him.,Namma Veedu Vasanta Bhavan,2025-12-31,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,mr parthasarathi did a very good job in catering to customers. would love to see more ppl like him.,Food Variety & Fast Service,0.35,44,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,the restaurant is very excellent with vegetarian food and extraordinary ambience. the service was quick and very neat. staff names surya was very welcoming and kind towards us. overall totally recommend for a happy and satisfying meal,Namma Veedu Vasanta Bhavan,2026-04-03,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,the restaurant is very excellent with vegetarian food and extraordinary ambience. the service was quick and very neat. staff names surya was very welcoming and kind towards us. overall totally recommend for a happy and satisfying meal,Food Quantity & Value for Money,0.4933333333333333,6,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,our waiter mr. ilayaraja was very devoted and sincere. he paid attention to our requests and responded immediately. we had a good time.,Namma Veedu Vasanta Bhavan,2026-02-04,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,our waiter mr. ilayaraja was very devoted and sincere. he paid attention to our requests and responded immediately. we had a good time.,Service Quality,0.2966666666666667,44,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,we just came for a filter coffee and it was fantastic. the service by sampath was also very pleasant. he catered to us very friendly and honestly will recommend this place to everyone.,Namma Veedu Vasanta Bhavan,2026-02-19,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,we just came for a filter coffee and it was fantastic. the service by sampath was also very pleasant. he catered to us very friendly and honestly will recommend this place to everyone.,Service Quality,0.2766666666666667,19,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,thank you alok for being very friendly and completing all our requests. the food was wonderful! we tried the puratasi special menu 😍 atmosphere is lovely!! …,Namma Veedu Vasanta Bhavan,2025-12-16,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,thank you alok for being very friendly and completing all our requests. the food was wonderful! we tried the puratasi special menu 😍 atmosphere is lovely!! …,Food Quantity & Value for Money,0.6733333333333333,-1,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,i had ordered for a plate of idlis and this is the first time in my life i am seeing an idli so thin. vb is it the new version of idlis ? i am sure a good south indian wont say that this is an idli or you have a chef who doesnt know what …,Namma Veedu Vasanta Bhavan,2026-04-07,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,i had ordered for a plate of idlis and this is the first time in my life i am seeing an idli so thin. vb is it the new version of idlis ? i am sure a good south indian wont say that this is an idli or you have a chef who doesnt know what …,Food Quantity & Value for Money,0.6533333333333333,41,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,extremely poor customer service and no accountability. i ordered north indian meals with out other order at 1:35 pm. initially they said that the north indian meals will take time and they said 20 minutes. some time later we followed up …,Namma Veedu Vasanta Bhavan,2026-04-02,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,extremely poor customer service and no accountability. i ordered north indian meals with out other order at 1:35 pm. initially they said that the north indian meals will take time and they said 20 minutes. some time later we followed up …,Food Quantity & Value for Money,0.5733333333333334,50,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"pistachio podi idly over prized. these were just mini idlies, with pistachio toppings. ₹295 is too much compared to a ₹95 for a normal plate if idly.",Namma Veedu Vasanta Bhavan,2026-03-02,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"pistachio podi idly over prized. these were just mini idlies, with pistachio toppings. ₹295 is too much compared to a ₹95 for a normal plate if idly.",Cleanliness & Restroom Hygiene,0.57,41,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"the worst south indian restaurant experience ever. i had high expectations of this establishment. however after seeing multiple roaches and subpar quality of the menu (see images), i cancelled my order and left. what was worse was that the …",Namma Veedu Vasanta Bhavan,2026-06-06,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"the worst south indian restaurant experience ever. i had high expectations of this establishment. however after seeing multiple roaches and subpar quality of the menu (see images), i cancelled my order and left. what was worse was that the …",Food Quantity & Value for Money,0.4733333333333333,34,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,so this place is located in phoenix mall velachery and is a very famous south indian restaurant.the place was small but had well done bluish interiors with great ambiance.the service however is disappointing has they don't listen to you …,Namma Veedu Vasanta Bhavan,2026-02-19,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,so this place is located in phoenix mall velachery and is a very famous south indian restaurant.the place was small but had well done bluish interiors with great ambiance.the service however is disappointing has they don't listen to you …,Food Quantity & Value for Money,0.67,34,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,this shop is located inside pheonix market city velachery. it is the only good restaurant for vegetarian in the mall. food tastes good but can be improved. always crowded especially during lunch. we have wait to get a table here. everytime …,Namma Veedu Vasanta Bhavan,2026-04-12,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,this shop is located inside pheonix market city velachery. it is the only good restaurant for vegetarian in the mall. food tastes good but can be improved. always crowded especially during lunch. we have wait to get a table here. everytime …,Food Quantity & Value for Money,0.5866666666666667,6,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"food is yummy and quick service as well, ms. alok's service was excellent 👍 …",Namma Veedu Vasanta Bhavan,2026-04-01,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"food is yummy and quick service as well, ms. alok's service was excellent 👍 …",Food Variety & Fast Service,0.1933333333333333,-1,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,comfort vegetarian food place with good ambience. they have amply options in both north indian and south indian cuisine. they also offer pastries and juices. …,Namma Veedu Vasanta Bhavan,2025-12-21,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,comfort vegetarian food place with good ambience. they have amply options in both north indian and south indian cuisine. they also offer pastries and juices. …,Poor Experience & Food Hygiene Complaints,0.26,21,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"mr suresh, was so dedication 👏 while doing the service and quick response good person after long time am seeing this type of persons in vb in velachery …",Namma Veedu Vasanta Bhavan,2026-04-14,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"mr suresh, was so dedication 👏 while doing the service and quick response good person after long time am seeing this type of persons in vb in velachery …",Food Quantity & Value for Money,0.49,44,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"every time i come to phoenix for seeing cinema, i invariably visit vasanta bhavan. yesterday on 6 november 2025, i came to phoenix with my wife for seeing the movie kanthara that started at 2 pm. we arrived at phoenix at around 1.15 pm. we …",Namma Veedu Vasanta Bhavan,2026-01-31,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"every time i come to phoenix for seeing cinema, i invariably visit vasanta bhavan. yesterday on 6 november 2025, i came to phoenix with my wife for seeing the movie kanthara that started at 2 pm. we arrived at phoenix at around 1.15 pm. we …",Food Quantity & Value for Money,0.5966666666666667,7,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,fruit juice which costed 200rs was made with warm/luke warm water🙃 had to ask them to add ice to it. have no idea why they dont serve it with ice in the first place …,Namma Veedu Vasanta Bhavan,2026-02-22,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,fruit juice which costed 200rs was made with warm/luke warm water🙃 had to ask them to add ice to it. have no idea why they dont serve it with ice in the first place …,Poor Experience & Food Hygiene Complaints,0.2266666666666667,10,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,sampath provided excellent service and suggested to try the day’s special - something new for me. thoroughly enjoyed the chuka dosa,Namma Veedu Vasanta Bhavan,2026-04-21,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,sampath provided excellent service and suggested to try the day’s special - something new for me. thoroughly enjoyed the chuka dosa,Food Quantity & Value for Money,0.6066666666666667,44,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,"the food was delicious and full of flavor. the service was excellent mr. sampath , he is very polite and attentive, and made us feel very comfortable. highly recommended!",Namma Veedu Vasanta Bhavan,2026-01-05,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"the food was delicious and full of flavor. the service was excellent mr. sampath , he is very polite and attentive, and made us feel very comfortable. highly recommended!",Food Quantity & Value for Money,0.4366666666666666,44,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,"if you are phoenix mall and looking for proper veg restaurant. this is the place. it is in 2nd floor. if you are here for a movie at luxe, you can have food in the very same floor. …",Namma Veedu Vasanta Bhavan,2026-04-28,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"if you are phoenix mall and looking for proper veg restaurant. this is the place. it is in 2nd floor. if you are here for a movie at luxe, you can have food in the very same floor. …",Food Quantity & Value for Money,0.5966666666666667,14,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"this hotel had really good food, and the service was also excellent. the staff responded well and greeted us very nicely. a tablet service staff member named chinna thambi treated me very kindly thanks to him💓 …",Namma Veedu Vasanta Bhavan,2026-05-03,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"this hotel had really good food, and the service was also excellent. the staff responded well and greeted us very nicely. a tablet service staff member named chinna thambi treated me very kindly thanks to him💓 …",Food Quantity & Value for Money,0.4666666666666667,-1,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
Namma Veedu Vasanta Bhavan,had lunch in vasantha bhavan phoenix mall branch had good biryani and the staff mr ilayaraja gave a humble service and was very cordial and helpful,Namma Veedu Vasanta Bhavan,2026-04-22,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,had lunch in vasantha bhavan phoenix mall branch had good biryani and the staff mr ilayaraja gave a humble service and was very cordial and helpful,Food Quantity & Value for Money,0.3666666666666666,44,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,lot of confusion in allotment of seats during peak hrs. no token system. can have better organized system. food options also very limited even compared with other branches same food chain. better using the food court in the mall. needs improvement.,Namma Veedu Vasanta Bhavan,2026-03-16,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,lot of confusion in allotment of seats during peak hrs. no token system. can have better organized system. food options also very limited even compared with other branches same food chain. better using the food court in the mall. needs improvement.,Food Quantity & Value for Money,0.5266666666666666,-1,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,had a great meal here. our server jayakumar was very friendly and helpful in assisting here,Namma Veedu Vasanta Bhavan,2025-12-14,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,had a great meal here. our server jayakumar was very friendly and helpful in assisting here,Service Quality,0.3766666666666666,44,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"this is the first time, i have visited this restaurant to have our dinner. this restaurant was located in phoenix market city. while entering the restaurant....we saw the crowd of people occupied all the tables. we found our table and …",Namma Veedu Vasanta Bhavan,2026-02-04,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"this is the first time, i have visited this restaurant to have our dinner. this restaurant was located in phoenix market city. while entering the restaurant....we saw the crowd of people occupied all the tables. we found our table and …",Food Quantity & Value for Money,0.6433333333333333,50,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"long serving time, servers keep moving away once you have given the order. we ordered idly and was shocked to see it served in a plastic plate that was completely not clean too. charging 85 rs per plate for this service is completely …",Namma Veedu Vasanta Bhavan,2026-05-14,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"long serving time, servers keep moving away once you have given the order. we ordered idly and was shocked to see it served in a plastic plate that was completely not clean too. charging 85 rs per plate for this service is completely …",Food Quantity & Value for Money,0.5066666666666667,50,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"we went to this restaurant today and had the worst experience. after going in and after we were seated, they didn't even look at us for 20 minutes and we had to call them repeatedly and only after we went and asked in the billing counter …",Namma Veedu Vasanta Bhavan,2026-02-25,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"we went to this restaurant today and had the worst experience. after going in and after we were seated, they didn't even look at us for 20 minutes and we had to call them repeatedly and only after we went and asked in the billing counter …",Food Quantity & Value for Money,0.38,50,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"date - jan 02 2026 9.30 pm poor service, very disappointment. …",Namma Veedu Vasanta Bhavan,2026-02-16,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"date - jan 02 2026 9.30 pm poor service, very disappointment. …",Slow Service & Staff Negligence,0.3033333333333333,-1,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"udaya was very helpful and considerate, helping with spilled juice as well. patient and hospitable. thanks to vasanta bhavan for hiring such great staff.",Namma Veedu Vasanta Bhavan,2026-04-06,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"udaya was very helpful and considerate, helping with spilled juice as well. patient and hospitable. thanks to vasanta bhavan for hiring such great staff.",Staff Courtesy & Behaviour,0.5166666666666667,44,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
Namma Veedu Vasanta Bhavan,"i generally like the taste and their services but this time i really got disappointed in their quality of food. i ordered bonda , in which i saw hair on it. i don't want to say this as a complaint but when you serve to people look into the hygiene.",Namma Veedu Vasanta Bhavan,2026-04-08,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"i generally like the taste and their services but this time i really got disappointed in their quality of food. i ordered bonda , in which i saw hair on it. i don't want to say this as a complaint but when you serve to people look into the hygiene.",Food Quantity & Value for Money,0.6033333333333334,51,Namma Veedu Vasanta Bhavan,disappointment,heuristic,5,False
Namma Veedu Vasanta Bhavan,"very good vegetarian restaurant, especially non veg like taste for dishes",Namma Veedu Vasanta Bhavan,2026-02-06,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"very good vegetarian restaurant, especially non veg like taste for dishes",Slow Service & Staff Negligence,0.3766666666666666,6,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
"Namma Veedu Vasanta Bhavan - Maduravoyal, Chennai","namma veedu vasantha bhavan on poonamallee high road, chennai, is generally appreciated for its authentic south indian vegetarian food, with good dosas, idly, and other traditional dishes. the ambiance is described as pleasant and suitable …",Namma Veedu Vasanta Bhavan,2026-01-11,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"namma veedu vasantha bhavan on poonamallee high road, chennai, is generally appreciated for its authentic south indian vegetarian food, with good dosas, idly, and other traditional dishes. the ambiance is described as pleasant and suitable …",Food Quantity & Value for Money,0.63,7,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
"Namma Veedu Vasanta Bhavan - Maduravoyal, Chennai","very poor service. it took nearly 30 minutes just for the server to come and take our order, even after we complained. we ordered 7 veg meals, yet had to wait another 30 minutes for the food. there seems to be very little manpower, and …",Namma Veedu Vasanta Bhavan,2026-02-09,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"very poor service. it took nearly 30 minutes just for the server to come and take our order, even after we complained. we ordered 7 veg meals, yet had to wait another 30 minutes for the food. there seems to be very little manpower, and …",Food Quantity & Value for Money,0.61,50,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
"Namma Veedu Vasanta Bhavan - Maduravoyal, Chennai","worst food, below average service and zero responsibility. chilli gobi full on sweet - roadside fast food serves better. veg omlet is the biggest scam, sambar is just a little better than local shops, rasam is good.",Namma Veedu Vasanta Bhavan,2026-01-28,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"worst food, below average service and zero responsibility. chilli gobi full on sweet - roadside fast food serves better. veg omlet is the biggest scam, sambar is just a little better than local shops, rasam is good.",Food Quantity & Value for Money,0.5833333333333334,-1,Namma Veedu Vasanta Bhavan,betrayal,heuristic,3,False
"VB World By Namma Veedu Vasanta Bhavan - Saligramam %28Vadapalani%29, Chennai","new dining experience in a massive atmosphere, excellent varities, mouth lingering and very good hospitality!! to appreciate jayanthi and surya ( sun) was taking care of us sincerely!!",Namma Veedu Vasanta Bhavan,2026-03-31,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"new dining experience in a massive atmosphere, excellent varities, mouth lingering and very good hospitality!! to appreciate jayanthi and surya ( sun) was taking care of us sincerely!!",Slow Service & Staff Negligence,0.2333333333333333,44,Namma Veedu Vasanta Bhavan,delight,heuristic,0,False
"VB World By Namma Veedu Vasanta Bhavan - Saligramam %28Vadapalani%29, Chennai",they have recently opened here. tried their meals and it's just waste of money. they charge 300 for gold plate meal and nothing good in that. only they made great ambience with huge seating capacity. haven't tried their other items. this …,Namma Veedu Vasanta Bhavan,2025-12-28,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,they have recently opened here. tried their meals and it's just waste of money. they charge 300 for gold plate meal and nothing good in that. only they made great ambience with huge seating capacity. haven't tried their other items. this …,Ambience & Seating,0.5233333333333333,-1,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
"VB World By Namma Veedu Vasanta Bhavan - Saligramam %28Vadapalani%29, Chennai","went to this recently opened restaurant- quite an upscale place. they do have variety of food options and i wanted to give it a shot on their new line of culinary creations and dining, it was scrumptious . i appreciate courteous service by …",Namma Veedu Vasanta Bhavan,2026-04-11,Analysis\data\raw_reviews_new\Google\vasantha_bhavan_Google_reviews_tamilnadu_with_dates.csv,"went to this recently opened restaurant- quite an upscale place. they do have variety of food options and i wanted to give it a shot on their new line of culinary creations and dining, it was scrumptious . i appreciate courteous service by …",Food Variety & Fast Service,0.3133333333333334,56,Namma Veedu Vasanta Bhavan,neutral,heuristic,0,False
